label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72
1,0.0,0.0,0.0,-0.01464921236038208,-0.009764671325683594,-0.006566439636856103,-0.032559335231781006,-0.0058293938636779785,-0.01165708654826858,-0.04654538631439209,0.003855764865875244,-0.014713387352287555,-0.057919979095458984,0.011385619640350342,-0.018066279006063724,-0.02111494541168213,-0.006336629390716553,-0.024074455139100337,-0.03875413537025452,0.01096421480178833,-0.03118857869213798,-0.04891201853752136,0.0225447416305542,-0.03307500423198917,-0.056009441614151,0.03126400709152222,-0.033518175941765094,-0.012399554252624512,0.008308589458465576,-0.022642505702435756,-0.029211848974227905,0.027841508388519287,-0.028944555085956836,-0.039943039417266846,0.03552603721618652,-0.028692498219072604,-0.04602435231208801,0.038331449031829834,-0.028448350143492007,-0.005946993827819824,0.021167635917663574,-0.02056274690932014,-0.022993922233581543,0.03855597972869873,-0.024775344294369006,-0.032544463872909546,0.04229158163070679,-0.02293468580847957,-0.03764352202415466,0.04156374931335449,-0.02146531396812179,-0.0019252300262451172,0.03158712387084961,-0.018717031341850543,-0.016518831253051758,0.0449671745300293,-0.022001835864841723,-0.024525046348571777,0.046778202056884766,-0.021311358895957255,-0.02888396382331848,0.04530829191207886,-0.02040935808128097,157.20280463997932,169.2100656926054,159.46581081871906,148.33957932634476,146.5679333818229,104.66347703626133,104.01691429048468,159.36196167893493,147.57174562520726,130.29828140548167
1,0.0,0.0,0.0,-0.014596760272979736,-0.007185101509094238,-0.006682998052617961,-0.03171077370643616,-0.003746926784515381,-0.011997258773824626,-0.045318663120269775,0.005817115306854248,-0.015315136424085551,-0.05591076612472534,0.014945447444915771,-0.019146229623636657,-0.020758509635925293,-0.005193233489990234,-0.024584073125204498,-0.037090420722961426,0.01271367073059082,-0.03257305316515868,-0.04703137278556824,0.025034964084625244,-0.03529847554751342,-0.05400270223617554,0.03393501043319702,-0.03616916157194083,-0.01123046875,0.008147001266479492,-0.02335663095005458,-0.027666598558425903,0.02836710214614868,-0.03019377730675643,-0.038964658975601196,0.03811800479888916,-0.030593215971073562,-0.045994073152542114,0.04229003190994263,-0.030789944826445037,-0.0044081807136535645,0.020227432250976562,-0.02154933616407817,-0.02031487226486206,0.03830355405807495,-0.02634682275243705,-0.03055793046951294,0.04455757141113281,-0.025270944013080054,-0.03665986657142639,0.04543048143386841,-0.02421773552783435,-4.506111145019531e-05,0.030246973037719727,-0.019946695788583213,-0.01382148265838623,0.04468744993209839,-0.023760156257829124,-0.02219212055206299,0.048579275608062744,-0.02347666352876132,-0.027154266834259033,0.048433125019073486,-0.022764680458983833,155.89464647327733,170.0502681374745,163.0083937304336,155.83317875483482,154.6120895536181,108.81290317416259,104.57199945765775,153.68687997946975,153.57381041048347,128.93800780672132
1,0.0,0.0,0.0,-0.014427125453948975,-0.007295787334442139,-0.006225472698233148,-0.03219005465507507,-0.0008088946342468262,-0.010490192948154231,-0.04541090130805969,0.011055827140808105,-0.012911887755862494,-0.05562090873718262,0.020258426666259766,-0.01568518104987504,-0.022887825965881348,-0.002128779888153076,-0.02194034579234483,-0.038591474294662476,0.014159202575683594,-0.02896676856117608,-0.0483417809009552,0.026534080505371094,-0.03131232309179666,-0.055323660373687744,0.036334216594696045,-0.03223675387935998,-0.013883531093597412,0.010657727718353271,-0.020546144722274562,-0.02675914764404297,0.029426932334899902,-0.02650179798739316,-0.03653445839881897,0.03925079107284546,-0.02669308978157403,-0.04298672080039978,0.044423699378967285,-0.026891368357709666,-0.006774842739105225,0.021768927574157715,-0.018627281217149516,-0.019990980625152588,0.03913933038711548,-0.022606671704224368,-0.029074281454086304,0.04559725522994995,-0.021280641583970805,-0.03486752510070801,0.04725605249404907,-0.020260750232509395,-0.001799941062927246,0.030811011791229248,-0.016979363663367053,-0.013973534107208252,0.045569419860839844,-0.02026994238632085,-0.021852314472198486,0.04980874061584473,-0.020017172126344462,-0.02702033519744873,0.049958229064941406,-0.019437207756809016,157.55103341073823,168.8041550043598,162.174979187393,155.19566456227292,154.4401950439588,113.71588532008833,97.15728239990372,157.66087102414699,147.04179876216674,137.32954066455196
1,0.0,0.0,0.0,-0.01491093635559082,-0.007159054279327393,-0.006359495562030304,-0.031976282596588135,-0.0013139843940734863,-0.0111277553853526,-0.04497283697128296,0.009680390357971191,-0.013992179524613846,-0.054879605770111084,0.019526183605194092,-0.01718363199801587,-0.021783530712127686,-0.0038533806800842285,-0.023459285837127197,-0.036823123693466187,0.013893306255340576,-0.03068726916284703,-0.04592403769493103,0.026792824268341064,-0.032984484326554764,-0.05247160792350769,0.03695410490036011,-0.03383711386890553,-0.01264268159866333,0.008407175540924072,-0.022283517163707245,-0.025820553302764893,0.028298676013946533,-0.028656602245284546,-0.03622952103614807,0.03909784555435181,-0.02898787741036557,-0.04323446750640869,0.044814109802246094,-0.02932946045370244,-0.0056043267250061035,0.019879400730133057,-0.020479757678224075,-0.01944863796234131,0.038293540477752686,-0.024951747026754845,-0.028662174940109253,0.044293224811553955,-0.023688918319059837,-0.034422993659973145,0.0452420711517334,-0.02264048379333161,-0.0007079839706420898,0.029842495918273926,-0.018921761181665886,-0.013246417045593262,0.04526573419570923,-0.02266422134311341,-0.021359145641326904,0.048983216285705566,-0.022482460704161156,-0.026398539543151855,0.04826456308364868,-0.021902600642754066,158.0722436945857,168.9638329097962,162.38026334340924,153.03980388094007,150.74316005364992,109.61864058144626,105.52331613105805,142.80551958288495,143.04118369817337,130.92881646642718
1,0.0,0.0,0.0,-0.014365732669830322,-0.0037265419960021973,-0.0047264049155799626,-0.030155420303344727,0.0029463768005371094,-0.009332424155452657,-0.042010992765426636,0.014646053314208984,-0.012461997694352078,-0.05039152503013611,0.025886893272399902,-0.016169550023057866,-0.021360337734222412,-0.0008207559585571289,-0.021577846384623456,-0.03441798686981201,0.018536806106567383,-0.029212642586806226,-0.0416603684425354,0.032108962535858154,-0.0320043416088609,-0.04603198170661926,0.041949570178985596,-0.032977495468237805,-0.011083424091339111,0.009030818939208984,-0.021514171860196996,-0.022870004177093506,0.0311431884765625,-0.0281688125198869,-0.03161206841468811,0.04328715801239014,-0.028902430213072705,-0.03710716962814331,0.0493205189704895,-0.029477540529349255,-0.0028148293495178223,0.01892489194869995,-0.020890528461912083,-0.014835774898529053,0.0398748517036438,-0.025694251186230588,-0.02307957410812378,0.04885101318359375,-0.02495503996966164,-0.028361856937408447,0.05158889293670654,-0.024239173284748006,0.003426790237426758,0.028194308280944824,-0.020335827148535657,-0.007527768611907959,0.04649186134338379,-0.024353960654714513,-0.015085697174072266,0.052765846252441406,-0.024519039443710255,-0.020150423049926758,0.05357229709625244,-0.02420004469809811,157.9172535049336,169.46944745647474,165.1805129264223,160.05792635732715,157.75634207839488,109.60412380031005,110.0645407138774,152.69265038482587,149.04551408779813,130.93915752703586
1,0.0,0.0,0.0,-0.014818787574768066,-0.0033954381942749023,-0.005395754867919322,-0.02874469757080078,0.002262711524963379,-0.01095805612740719,-0.03858330845832825,0.012287676334381104,-0.014969034282245275,-0.04500964283943176,0.018946349620819092,-0.019471381952740785,-0.01802825927734375,-0.0048871636390686035,-0.022264686574914094,-0.03094002604484558,0.014688193798065186,-0.030295671125628587,-0.03902637958526611,0.027332305908203125,-0.033714446400978204,-0.044000834226608276,0.03570479154586792,-0.035025927399971124,-0.007705271244049072,0.005152761936187744,-0.022074218069889184,-0.02040255069732666,0.028668522834777832,-0.028765968208887216,-0.029949724674224854,0.03891253471374512,-0.029292860230185624,-0.035833656787872314,0.04268062114715576,-0.029623394062497255,-0.00031191110610961914,0.015424251556396484,-0.02129106332895958,-0.013499319553375244,0.03777092695236206,-0.026003579770900842,-0.02201288938522339,0.043624043464660645,-0.024154371743776437,-0.026622265577316284,0.04313182830810547,-0.022478767832495805,0.00426870584487915,0.024996042251586914,-0.020710493599750635,-0.00744861364364624,0.04347395896911621,-0.024071372275926706,-0.01500779390335083,0.047410011291503906,-0.02275121321318352,-0.019078433513641357,0.04581499099731445,-0.021258062844850656,156.75716524141754,172.61181395182507,160.8528038919633,147.5255081815063,144.82531353325132,118.51950825160469,98.56061770240791,145.90305846013462,146.2782369812986,120.44303743888409
1,0.0,0.0,0.0,-0.011598080396652222,-0.005160987377166748,-0.01344546744135755,-0.024510979652404785,-0.008053719997406006,-0.025526502854205546,-0.03161320090293884,0.0012525320053100586,-0.03546597597656387,-0.030901044607162476,0.010837852954864502,-0.04446707454977172,0.0007198452949523926,-0.021339356899261475,-0.027405991903521,-0.01516026258468628,0.0018712878227233887,-0.038984348750688014,-0.0251864492893219,0.014821469783782959,-0.04518481133041519,-0.030964940786361694,0.021471679210662842,-0.04874036250171798,0.011160790920257568,-0.007680356502532959,-0.02525430520532268,-0.006908833980560303,0.018203794956207275,-0.03513909665403503,-0.018795132637023926,0.026759862899780273,-0.03679992792663711,-0.024516433477401733,0.02910745143890381,-0.037963678813554225,0.01673579216003418,0.00594407320022583,-0.023506192243672785,-0.002000153064727783,0.02943718433380127,-0.03158420858440536,-0.01284363865852356,0.03287661075592041,-0.029801467186786113,-0.01774337887763977,0.030935466289520264,-0.028203934184290347,0.01866215467453003,0.01874387264251709,-0.0229321324592604,0.003935337066650391,0.03407442569732666,-0.027962771928883967,-0.005249500274658203,0.034989356994628906,-0.026775091639734683,-0.00899505615234375,0.03135490417480469,-0.025494292131639895,132.02058729934035,175.02013559351923,157.89961232912597,138.61304993677703,134.54694652976423,118.99237099544928,101.82863384695978,156.40875149435394,141.04170250340272,76.25511814054417
1,0.0,0.0,0.0,-0.012525558471679688,-0.006304442882537842,-0.00886613944066994,-0.02659022808074951,-0.006332337856292725,-0.01707763386411898,-0.03702050447463989,0.0018099546432495117,-0.02458852132303946,-0.03781008720397949,0.014922261238098145,-0.03216194523020022,-0.00986933708190918,-0.018193602561950684,-0.015821100897028373,-0.025303125381469727,0.009626150131225586,-0.02617271964891188,-0.03359323740005493,0.02470707893371582,-0.03392645505709879,-0.03705248236656189,0.031822144985198975,-0.038316810256674216,0.0002898573875427246,-0.006105780601501465,-0.01605715764208071,-0.018528282642364502,0.023072421550750732,-0.02264648837490313,-0.028348267078399658,0.03329133987426758,-0.025041935718491004,-0.032941579818725586,0.036096155643463135,-0.027065999558999465,0.007240712642669678,0.006833255290985107,-0.016867700717284606,-0.011092960834503174,0.032029151916503906,-0.022196005782916473,-0.019589781761169434,0.0374220609664917,-0.021061623222067283,-0.023081302642822266,0.03655362129211426,-0.020136540508701728,0.01086580753326416,0.018519997596740723,-0.01876554240925543,-0.0032495856285095215,0.03732442855834961,-0.021184125668241904,-0.010460495948791504,0.04053366184234619,-0.01861474824590914,-0.014032125473022461,0.0392988920211792,-0.01657375296099417,146.78349978401542,172.98547362889755,168.50471613165718,152.7891119704145,142.24833255898182,116.8229414425737,91.51949632533811,141.2800838704918,159.6056485054503,84.49102227109917
1,0.0,0.0,0.0,-0.017024457454681396,-0.0052397847175598145,-0.003610841596149328,-0.03189405798912048,-0.0006626248359680176,-0.008518142059095624,-0.039344966411590576,0.01030123233795166,-0.01246620658005071,-0.03643006086349487,0.019250810146331787,-0.017380643069394353,-0.014741718769073486,-0.009825050830841064,-0.018973605140693905,-0.030308961868286133,0.01643085479736328,-0.025953554913051846,-0.03558346629142761,0.02660512924194336,-0.029310324594028714,-0.03517290949821472,0.02959752082824707,-0.03064867797458959,-0.0028854012489318848,-0.0009540319442749023,-0.0200383452620585,-0.019087672233581543,0.028321146965026855,-0.025259639501221898,-0.02519989013671875,0.03512030839920044,-0.025223927005775693,-0.025121748447418213,0.03342568874359131,-0.02565319220686746,0.005688369274139404,0.009303510189056396,-0.020514139338978055,-0.010688841342926025,0.03625458478927612,-0.024690234467037442,-0.016876399517059326,0.04051941633224487,-0.022475528895505192,-0.016978979110717773,0.036093831062316895,-0.02076085972750974,0.010985970497131348,0.019828617572784424,-0.021077243044622662,-0.0032521486282348633,0.04032248258590698,-0.024112155094393017,-0.009622156620025635,0.04331701993942261,-0.02221119160915208,-0.010272979736328125,0.039285480976104736,-0.020685102224000218,142.72572170065766,173.7306466395314,163.5448923169463,145.82660517716263,142.54939462808682,120.54712380974001,85.99764114763046,170.8087396672732,148.72826863099212,99.87876395484493
1,0.0,0.0,0.0,-0.011744499206542969,-0.0072803497314453125,-0.009664708715675374,-0.0236322283744812,-0.013235151767730713,-0.01822142020314743,-0.03129264712333679,-0.014788568019866943,-0.025958246518669625,-0.030334144830703735,-0.007938623428344727,-0.03315467104762604,-0.0015837550163269043,-0.03781461715698242,-0.01366414498984625,-0.01707315444946289,-0.013401389122009277,-0.02381616548150589,-0.025379985570907593,0.0014976859092712402,-0.03164407328218033,-0.02879902720451355,0.008878111839294434,-0.03606802314966728,0.008562445640563965,-0.025764524936676025,-0.01367429268061926,-0.009465456008911133,-0.00035822391510009766,-0.02152776249199917,-0.019298911094665527,0.01115107536315918,-0.02453858308940937,-0.024062365293502808,0.016449153423309326,-0.02620385118275692,0.015003859996795654,-0.011628508567810059,-0.01455267981141617,-0.0020096302032470703,0.00901329517364502,-0.02128250800519993,-0.010936856269836426,0.016434073448181152,-0.020439571668205758,-0.015192985534667969,0.01880967617034912,-0.01898063250332882,0.018786191940307617,0.002338230609893799,-0.016496413354573747,0.006906092166900635,0.01563948392868042,-0.019768941183386346,-0.0006312131881713867,0.019581198692321777,-0.01768811323195507,-0.004659116268157959,0.019685685634613037,-0.015434207361934682,162.19887586305563,173.03193284446846,173.15650924583318,158.3779081314664,147.7757519843784,83.87981816622747,117.52948350459108,146.96997742578125,157.3663307164111,44.17215878200299
